file,xdata_addr_hex,read_count,write_count,total_refs
ppkp2001 90cye01.PZU,0x2F23,1,0,1
ppkp2001 90cye01.PZU,0x2F24,1,0,1
ppkp2001 90cye01.PZU,0x2F25,1,0,1
ppkp2001 90cye01.PZU,0x3000,2,0,2
ppkp2001 90cye01.PZU,0x3010,1,1,2
ppkp2001 90cye01.PZU,0x3012,1,0,1
ppkp2001 90cye01.PZU,0x3013,1,0,1
ppkp2001 90cye01.PZU,0x3014,0,1,1
ppkp2001 90cye01.PZU,0x3015,1,0,1
ppkp2001 90cye01.PZU,0x3016,1,0,1
ppkp2001 90cye01.PZU,0x3017,1,0,1
ppkp2001 90cye01.PZU,0x3018,1,0,1
ppkp2001 90cye01.PZU,0x3019,1,0,1
ppkp2001 90cye01.PZU,0x301B,1,0,1
ppkp2001 90cye01.PZU,0x31AD,1,0,1
ppkp2001 90cye01.PZU,0x34CD,1,0,1
ppkp2001 90cye01.PZU,0x37ED,1,0,1
ppkp2001 90cye01.PZU,0x3B0D,1,0,1
ppkp2001 90cye01.PZU,0x4AAD,1,0,1
ppkp2001 90cye01.PZU,0x4DCD,1,0,1
ppkp2001 90cye01.PZU,0x50ED,1,0,1
ppkp2001 90cye01.PZU,0x53A3,1,0,1
ppkp2001 90cye01.PZU,0x540D,1,0,1
ppkp2001 90cye01.PZU,0x63ED,1,0,1
ppkp2001 90cye01.PZU,0x63EE,1,0,1
ppkp2001 90cye01.PZU,0x63F2,1,0,1
ppkp2001 90cye01.PZU,0x63F5,0,1,1
ppkp2001 90cye01.PZU,0x63F6,2,0,2
ppkp2001 90cye01.PZU,0x63F7,2,0,2
ppkp2001 90cye01.PZU,0x63F8,2,0,2
ppkp2001 90cye01.PZU,0x63F9,2,0,2
ppkp2001 90cye01.PZU,0x63FA,2,0,2
ppkp2001 90cye01.PZU,0x63FB,2,0,2
ppkp2001 90cye01.PZU,0x63FC,2,0,2
ppkp2001 90cye01.PZU,0x63FD,2,0,2
ppkp2001 90cye01.PZU,0x6406,27,0,27
ppkp2001 90cye01.PZU,0x6408,9,2,11
ppkp2001 90cye01.PZU,0x6419,4,1,5
ppkp2001 90cye01.PZU,0x641A,3,0,3
ppkp2001 90cye01.PZU,0x641B,4,0,4
ppkp2001 90cye01.PZU,0x641C,3,2,5
ppkp2001 90cye01.PZU,0x641D,3,2,5
ppkp2001 90cye01.PZU,0x641E,3,2,5
ppkp2001 90cye01.PZU,0x641F,1,0,1
ppkp2001 90cye01.PZU,0x6420,0,1,1
ppkp2001 90cye01.PZU,0x6421,4,0,4
ppkp2001 90cye01.PZU,0x6422,36,0,36
ppkp2001 90cye01.PZU,0x6423,2,3,5
ppkp2001 90cye01.PZU,0x642F,3,1,4
ppkp2001 90cye01.PZU,0x6433,1,3,4
ppkp2001 90cye01.PZU,0x643F,3,1,4
ppkp2001 90cye01.PZU,0x6463,2,0,2
ppkp2001 90cye01.PZU,0x6464,3,1,4
ppkp2001 90cye01.PZU,0x6465,2,0,2
ppkp2001 90cye01.PZU,0x646E,2,1,3
ppkp2001 90cye01.PZU,0x6477,1,1,2
ppkp2001 90cye01.PZU,0x6478,1,1,2
ppkp2001 90cye01.PZU,0x6479,1,1,2
ppkp2001 90cye01.PZU,0x647A,1,1,2
ppkp2001 90cye01.PZU,0x647B,1,0,1
ppkp2001 90cye01.PZU,0x647C,1,0,1
ppkp2001 90cye01.PZU,0x647D,1,0,1
ppkp2001 90cye01.PZU,0x647E,2,0,2
ppkp2001 90cye01.PZU,0x647F,2,2,4
ppkp2001 90cye01.PZU,0x6480,2,1,3
ppkp2001 90cye01.PZU,0x6482,3,0,3
ppkp2001 90cye01.PZU,0x6483,1,0,1
ppkp2001 90cye01.PZU,0x6587,1,0,1
ppkp2001 90cye01.PZU,0x6588,1,0,1
ppkp2001 90cye01.PZU,0x658A,0,1,1
ppkp2001 90cye01.PZU,0x66C1,3,0,3
ppkp2001 90cye01.PZU,0x66C2,11,0,11
ppkp2001 90cye01.PZU,0x66C3,1,0,1
ppkp2001 90cye01.PZU,0x66C4,1,1,2
ppkp2001 90cye01.PZU,0x66C6,2,0,2
ppkp2001 90cye01.PZU,0x66C7,4,0,4
ppkp2001 90cye01.PZU,0x66E4,2,1,3
ppkp2001 90cye01.PZU,0x66E6,1,1,2
ppkp2001 90cye01.PZU,0x66E7,1,1,2
ppkp2001 90cye01.PZU,0x66E8,7,2,9
ppkp2001 90cye01.PZU,0x66E9,2,2,4
ppkp2001 90cye01.PZU,0x66EA,29,2,31
ppkp2001 90cye01.PZU,0x66EB,1,2,3
ppkp2001 90cye01.PZU,0x67C0,2,0,2
ppkp2001 90cye01.PZU,0x67C4,2,0,2
ppkp2001 90cye01.PZU,0x67C5,3,0,3
ppkp2001 90cye01.PZU,0x67C7,1,0,1
ppkp2001 90cye01.PZU,0x67C8,1,0,1
ppkp2001 90cye01.PZU,0x67E4,1,0,1
ppkp2001 90cye01.PZU,0x67EA,1,0,1
ppkp2001 90cye01.PZU,0x759C,34,8,42
ppkp2001 90cye01.PZU,0x759D,19,16,35
ppkp2001 90cye01.PZU,0x75A5,3,0,3
ppkp2001 90cye01.PZU,0x75A6,4,0,4
ppkp2001 90cye01.PZU,0x75A7,18,5,23
ppkp2001 90cye01.PZU,0x75A8,1,0,1
ppkp2001 90cye01.PZU,0x75A9,5,5,10
ppkp2001 90cye01.PZU,0x75AA,46,3,49
ppkp2001 90cye01.PZU,0x75AB,30,4,34
ppkp2001 90cye01.PZU,0x75AC,1,2,3
ppkp2001 90cye01.PZU,0x75AD,4,0,4
ppkp2001 90cye01.PZU,0x75AF,5,0,5
ppkp2001 90cye01.PZU,0x75B1,13,1,14
ppkp2001 90cye01.PZU,0x7626,3,1,4
ppkp2001 90cye01.PZU,0x7627,1,0,1
ppkp2001 90cye01.PZU,0x762A,2,0,2
ppkp2001 90cye01.PZU,0x762D,2,0,2
ppkp2001 90cye01.PZU,0x762E,2,1,3
ppkp2001 90cye01.PZU,0x762F,1,1,2
ppkp2001 90cye01.PZU,0x7630,1,0,1
ppkp2001 90cye01.PZU,0x7632,1,0,1
ppkp2001 90cye01.PZU,0x7638,2,0,2
ppkp2001 90cye01.PZU,0x7639,1,0,1
ppkp2001 90cye01.PZU,0x763A,1,0,1
ppkp2001 90cye01.PZU,0x7640,1,1,2
ppkp2001 90cye01.PZU,0x7648,1,0,1
ppkp2001 90cye01.PZU,0x764E,1,0,1
ppkp2001 90cye01.PZU,0x78E1,2,0,2
ppkp2001 90cye01.PZU,0x78E2,1,0,1
ppkp2001 90cye01.PZU,0x78E3,1,0,1
ppkp2001 90cye01.PZU,0x78E4,1,1,2
ppkp2001 90cye01.PZU,0x78E5,3,0,3
ppkp2001 90cye01.PZU,0x78E7,4,0,4
ppkp2001 90cye01.PZU,0x78E9,2,0,2
ppkp2001 90cye01.PZU,0x78EB,3,0,3
ppkp2001 90cye01.PZU,0x78ED,4,0,4
ppkp2001 90cye01.PZU,0x78F1,1,1,2
ppkp2001 90cye01.PZU,0x7F9C,0,1,1
ppkp2001 90cye01.PZU,0xBBA3,1,0,1
ppkp2001 90cye01.PZU,0xBFA3,1,0,1
ppkp2001 90cye01.PZU,0xBFE9,0,1,1
ppkp2001 90cye01.PZU,0xC575,0,1,1
ppkp2001 90cye01.PZU,0xD1E4,0,1,1
ppkp2001 90cye01.PZU,0xE575,0,1,1
ppkp2001 90cye01.PZU,0xFF89,0,1,1
ppkp2012 a01.PZU,0x0001,6,0,6
ppkp2012 a01.PZU,0x0010,1,0,1
ppkp2012 a01.PZU,0x0011,1,0,1
ppkp2012 a01.PZU,0x0013,1,0,1
ppkp2012 a01.PZU,0x0030,3,0,3
ppkp2012 a01.PZU,0x0035,5,0,5
ppkp2012 a01.PZU,0x08A3,1,0,1
ppkp2012 a01.PZU,0x0A76,1,0,1
ppkp2012 a01.PZU,0x0C82,1,0,1
ppkp2012 a01.PZU,0x2F22,1,0,1
ppkp2012 a01.PZU,0x2F23,1,0,1
ppkp2012 a01.PZU,0x2F24,1,0,1
ppkp2012 a01.PZU,0x2F25,1,0,1
ppkp2012 a01.PZU,0x3000,2,0,2
ppkp2012 a01.PZU,0x3010,2,0,2
ppkp2012 a01.PZU,0x3012,1,0,1
ppkp2012 a01.PZU,0x3013,1,0,1
ppkp2012 a01.PZU,0x3014,0,1,1
ppkp2012 a01.PZU,0x3015,1,0,1
ppkp2012 a01.PZU,0x3016,1,0,1
ppkp2012 a01.PZU,0x3017,1,0,1
ppkp2012 a01.PZU,0x3018,1,0,1
ppkp2012 a01.PZU,0x3019,1,0,1
ppkp2012 a01.PZU,0x301A,1,0,1
ppkp2012 a01.PZU,0x301B,1,0,1
ppkp2012 a01.PZU,0x301C,1,0,1
ppkp2012 a01.PZU,0x31AD,1,0,1
ppkp2012 a01.PZU,0x34CD,1,0,1
ppkp2012 a01.PZU,0x37ED,1,0,1
ppkp2012 a01.PZU,0x3B0D,1,0,1
ppkp2012 a01.PZU,0x3E2D,1,0,1
ppkp2012 a01.PZU,0x414D,1,0,1
ppkp2012 a01.PZU,0x446D,1,0,1
ppkp2012 a01.PZU,0x478D,1,0,1
ppkp2012 a01.PZU,0x4AAD,1,0,1
ppkp2012 a01.PZU,0x4DCD,1,0,1
ppkp2012 a01.PZU,0x50ED,1,0,1
ppkp2012 a01.PZU,0x540D,1,0,1
ppkp2012 a01.PZU,0x572D,1,0,1
ppkp2012 a01.PZU,0x5A4D,1,0,1
ppkp2012 a01.PZU,0x5D6D,1,0,1
ppkp2012 a01.PZU,0x608D,1,0,1
ppkp2012 a01.PZU,0x63ED,1,0,1
ppkp2012 a01.PZU,0x63EE,1,0,1
ppkp2012 a01.PZU,0x63EF,1,0,1
ppkp2012 a01.PZU,0x63F0,1,0,1
ppkp2012 a01.PZU,0x63F2,1,0,1
ppkp2012 a01.PZU,0x63F3,1,0,1
ppkp2012 a01.PZU,0x63F4,1,0,1
ppkp2012 a01.PZU,0x63F5,0,1,1
ppkp2012 a01.PZU,0x63F6,2,0,2
ppkp2012 a01.PZU,0x63F7,2,0,2
ppkp2012 a01.PZU,0x63F8,2,0,2
ppkp2012 a01.PZU,0x63F9,2,0,2
ppkp2012 a01.PZU,0x63FA,2,0,2
ppkp2012 a01.PZU,0x63FB,2,0,2
ppkp2012 a01.PZU,0x63FC,2,0,2
ppkp2012 a01.PZU,0x63FD,2,0,2
ppkp2012 a01.PZU,0x63FE,2,0,2
ppkp2012 a01.PZU,0x63FF,2,0,2
ppkp2012 a01.PZU,0x6400,2,0,2
ppkp2012 a01.PZU,0x6401,2,0,2
ppkp2012 a01.PZU,0x6402,2,0,2
ppkp2012 a01.PZU,0x6403,2,0,2
ppkp2012 a01.PZU,0x6404,2,0,2
ppkp2012 a01.PZU,0x6405,2,0,2
ppkp2012 a01.PZU,0x6406,9,0,9
ppkp2012 a01.PZU,0x6408,9,2,11
ppkp2012 a01.PZU,0x6419,4,1,5
ppkp2012 a01.PZU,0x641A,3,0,3
ppkp2012 a01.PZU,0x641B,4,0,4
ppkp2012 a01.PZU,0x641C,3,2,5
ppkp2012 a01.PZU,0x641D,3,2,5
ppkp2012 a01.PZU,0x641E,3,2,5
ppkp2012 a01.PZU,0x641F,1,0,1
ppkp2012 a01.PZU,0x6420,0,1,1
ppkp2012 a01.PZU,0x6421,4,0,4
ppkp2012 a01.PZU,0x6422,36,0,36
ppkp2012 a01.PZU,0x6423,2,3,5
ppkp2012 a01.PZU,0x642F,3,1,4
ppkp2012 a01.PZU,0x6433,1,3,4
ppkp2012 a01.PZU,0x643F,3,1,4
ppkp2012 a01.PZU,0x6443,1,3,4
ppkp2012 a01.PZU,0x644F,3,1,4
ppkp2012 a01.PZU,0x6453,1,3,4
ppkp2012 a01.PZU,0x645F,3,1,4
ppkp2012 a01.PZU,0x6463,4,1,5
ppkp2012 a01.PZU,0x646C,1,1,2
ppkp2012 a01.PZU,0x646D,1,1,2
ppkp2012 a01.PZU,0x646E,1,1,2
ppkp2012 a01.PZU,0x646F,1,1,2
ppkp2012 a01.PZU,0x6470,1,0,1
ppkp2012 a01.PZU,0x6471,1,0,1
ppkp2012 a01.PZU,0x6472,1,0,1
ppkp2012 a01.PZU,0x6473,1,0,1
ppkp2012 a01.PZU,0x6474,1,0,1
ppkp2012 a01.PZU,0x6475,4,0,4
ppkp2012 a01.PZU,0x6476,2,2,4
ppkp2012 a01.PZU,0x6477,2,1,3
ppkp2012 a01.PZU,0x6479,3,0,3
ppkp2012 a01.PZU,0x647A,1,0,1
ppkp2012 a01.PZU,0x657E,1,0,1
ppkp2012 a01.PZU,0x657F,1,0,1
ppkp2012 a01.PZU,0x6581,0,1,1
ppkp2012 a01.PZU,0x66B8,3,0,3
ppkp2012 a01.PZU,0x66B9,11,0,11
ppkp2012 a01.PZU,0x66BA,1,0,1
ppkp2012 a01.PZU,0x66BB,1,1,2
ppkp2012 a01.PZU,0x66BD,2,0,2
ppkp2012 a01.PZU,0x66BE,4,0,4
ppkp2012 a01.PZU,0x66DB,2,1,3
ppkp2012 a01.PZU,0x66DD,1,0,1
ppkp2012 a01.PZU,0x66DF,1,0,1
ppkp2012 a01.PZU,0x66E1,1,0,1
ppkp2012 a01.PZU,0x66E3,1,1,2
ppkp2012 a01.PZU,0x66E4,1,1,2
ppkp2012 a01.PZU,0x66E5,1,1,2
ppkp2012 a01.PZU,0x66E6,1,1,2
ppkp2012 a01.PZU,0x66E7,1,1,2
ppkp2012 a01.PZU,0x66E8,1,0,1
ppkp2012 a01.PZU,0x66E9,1,0,1
ppkp2012 a01.PZU,0x66EB,7,2,9
ppkp2012 a01.PZU,0x66EC,2,2,4
ppkp2012 a01.PZU,0x66ED,29,2,31
ppkp2012 a01.PZU,0x66EE,1,2,3
ppkp2012 a01.PZU,0x67C3,2,0,2
ppkp2012 a01.PZU,0x67CB,2,0,2
ppkp2012 a01.PZU,0x67CC,3,0,3
ppkp2012 a01.PZU,0x67D1,1,0,1
ppkp2012 a01.PZU,0x67D2,1,0,1
ppkp2012 a01.PZU,0x67D3,1,0,1
ppkp2012 a01.PZU,0x67D4,1,0,1
ppkp2012 a01.PZU,0x67E7,1,0,1
ppkp2012 a01.PZU,0x67ED,1,0,1
ppkp2012 a01.PZU,0x759F,34,7,41
ppkp2012 a01.PZU,0x75A0,19,16,35
ppkp2012 a01.PZU,0x75A8,3,0,3
ppkp2012 a01.PZU,0x75A9,4,0,4
ppkp2012 a01.PZU,0x75AA,18,5,23
ppkp2012 a01.PZU,0x75AB,1,0,1
ppkp2012 a01.PZU,0x75AC,5,5,10
ppkp2012 a01.PZU,0x75AD,46,3,49
ppkp2012 a01.PZU,0x75AE,30,4,34
ppkp2012 a01.PZU,0x75AF,1,2,3
ppkp2012 a01.PZU,0x75B0,4,0,4
ppkp2012 a01.PZU,0x75B2,5,0,5
ppkp2012 a01.PZU,0x75B4,13,2,15
ppkp2012 a01.PZU,0x7629,3,1,4
ppkp2012 a01.PZU,0x762A,1,0,1
ppkp2012 a01.PZU,0x762D,2,0,2
ppkp2012 a01.PZU,0x7630,2,0,2
ppkp2012 a01.PZU,0x7631,2,1,3
ppkp2012 a01.PZU,0x7632,1,1,2
ppkp2012 a01.PZU,0x7633,1,0,1
ppkp2012 a01.PZU,0x7635,1,0,1
ppkp2012 a01.PZU,0x763B,2,0,2
ppkp2012 a01.PZU,0x763C,1,0,1
ppkp2012 a01.PZU,0x763D,1,0,1
ppkp2012 a01.PZU,0x7643,1,1,2
ppkp2012 a01.PZU,0x764B,1,0,1
ppkp2012 a01.PZU,0x7651,1,0,1
ppkp2012 a01.PZU,0x7A64,4,0,4
ppkp2012 a01.PZU,0x7A65,1,0,1
ppkp2012 a01.PZU,0x7A66,1,0,1
ppkp2012 a01.PZU,0x7A67,1,1,2
ppkp2012 a01.PZU,0x7A68,3,0,3
ppkp2012 a01.PZU,0x7A6A,4,0,4
ppkp2012 a01.PZU,0x7A6C,2,0,2
ppkp2012 a01.PZU,0x7A6E,3,0,3
ppkp2012 a01.PZU,0x7A70,3,0,3
ppkp2012 a01.PZU,0x7A74,1,1,2
ppkp2012 a01.PZU,0x7F9C,0,1,1
ppkp2012 a01.PZU,0xFF89,0,1,1
ppkp2012 a01.PZU,0xFF99,0,1,1
ppkp2012 a01.PZU,0xFFA9,0,1,1
ppkp2012 a01.PZU,0xFFB9,0,1,1
ppkp2019 a02.PZU,0x0001,8,0,8
ppkp2019 a02.PZU,0x0010,1,0,1
ppkp2019 a02.PZU,0x0011,1,0,1
ppkp2019 a02.PZU,0x0013,1,0,1
ppkp2019 a02.PZU,0x0030,3,0,3
ppkp2019 a02.PZU,0x0035,5,0,5
ppkp2019 a02.PZU,0x08A3,1,0,1
ppkp2019 a02.PZU,0x0A76,1,0,1
ppkp2019 a02.PZU,0x0C82,1,0,1
ppkp2019 a02.PZU,0x2F22,1,0,1
ppkp2019 a02.PZU,0x2F23,1,0,1
ppkp2019 a02.PZU,0x2F24,1,0,1
ppkp2019 a02.PZU,0x2F25,1,0,1
ppkp2019 a02.PZU,0x3000,2,0,2
ppkp2019 a02.PZU,0x3010,1,1,2
ppkp2019 a02.PZU,0x3012,1,0,1
ppkp2019 a02.PZU,0x3013,1,0,1
ppkp2019 a02.PZU,0x3014,0,1,1
ppkp2019 a02.PZU,0x3015,1,0,1
ppkp2019 a02.PZU,0x3016,1,0,1
ppkp2019 a02.PZU,0x3017,1,0,1
ppkp2019 a02.PZU,0x3018,1,0,1
ppkp2019 a02.PZU,0x3019,1,0,1
ppkp2019 a02.PZU,0x301A,1,0,1
ppkp2019 a02.PZU,0x31AD,1,0,1
ppkp2019 a02.PZU,0x34CD,1,0,1
ppkp2019 a02.PZU,0x4AAD,1,0,1
ppkp2019 a02.PZU,0x4DCD,1,0,1
ppkp2019 a02.PZU,0x63ED,1,0,1
ppkp2019 a02.PZU,0x63EE,1,0,1
ppkp2019 a02.PZU,0x63EF,1,0,1
ppkp2019 a02.PZU,0x63F0,1,0,1
ppkp2019 a02.PZU,0x63F1,1,0,1
ppkp2019 a02.PZU,0x63F2,1,0,1
ppkp2019 a02.PZU,0x63F3,1,0,1
ppkp2019 a02.PZU,0x63F4,1,0,1
ppkp2019 a02.PZU,0x63F5,0,1,1
ppkp2019 a02.PZU,0x63F6,2,0,2
ppkp2019 a02.PZU,0x63F7,2,0,2
ppkp2019 a02.PZU,0x63F8,2,0,2
ppkp2019 a02.PZU,0x63F9,2,0,2
ppkp2019 a02.PZU,0x6406,1,0,1
ppkp2019 a02.PZU,0x6408,9,2,11
ppkp2019 a02.PZU,0x6419,4,1,5
ppkp2019 a02.PZU,0x641A,3,0,3
ppkp2019 a02.PZU,0x641B,3,0,3
ppkp2019 a02.PZU,0x641C,3,1,4
ppkp2019 a02.PZU,0x641D,3,1,4
ppkp2019 a02.PZU,0x641E,3,1,4
ppkp2019 a02.PZU,0x641F,1,0,1
ppkp2019 a02.PZU,0x6420,0,1,1
ppkp2019 a02.PZU,0x64E1,4,0,4
ppkp2019 a02.PZU,0x64E2,33,0,33
ppkp2019 a02.PZU,0x64E3,2,3,5
ppkp2019 a02.PZU,0x64EF,2,1,3
ppkp2019 a02.PZU,0x6523,1,1,2
ppkp2019 a02.PZU,0x652C,1,1,2
ppkp2019 a02.PZU,0x652D,1,1,2
ppkp2019 a02.PZU,0x652E,1,1,2
ppkp2019 a02.PZU,0x652F,1,1,2
ppkp2019 a02.PZU,0x6530,3,0,3
ppkp2019 a02.PZU,0x6531,5,0,5
ppkp2019 a02.PZU,0x6532,2,0,2
ppkp2019 a02.PZU,0x6533,2,0,2
ppkp2019 a02.PZU,0x653C,2,0,2
ppkp2019 a02.PZU,0x653D,2,0,2
ppkp2019 a02.PZU,0x6546,1,0,1
ppkp2019 a02.PZU,0x6549,2,2,4
ppkp2019 a02.PZU,0x654A,2,1,3
ppkp2019 a02.PZU,0x6620,3,0,3
ppkp2019 a02.PZU,0x6621,1,0,1
ppkp2019 a02.PZU,0x6725,1,0,1
ppkp2019 a02.PZU,0x6726,1,0,1
ppkp2019 a02.PZU,0x6728,0,1,1
ppkp2019 a02.PZU,0x685F,3,0,3
ppkp2019 a02.PZU,0x6860,11,0,11
ppkp2019 a02.PZU,0x6861,1,0,1
ppkp2019 a02.PZU,0x6862,1,2,3
ppkp2019 a02.PZU,0x6864,2,0,2
ppkp2019 a02.PZU,0x6865,4,0,4
ppkp2019 a02.PZU,0x6882,3,1,4
ppkp2019 a02.PZU,0x6883,1,0,1
ppkp2019 a02.PZU,0x6884,1,1,2
ppkp2019 a02.PZU,0x6888,2,0,2
ppkp2019 a02.PZU,0x6889,0,1,1
ppkp2019 a02.PZU,0x688B,2,2,4
ppkp2019 a02.PZU,0x688C,0,1,1
ppkp2019 a02.PZU,0x688D,0,1,1
ppkp2019 a02.PZU,0x688E,0,5,5
ppkp2019 a02.PZU,0x6892,11,2,13
ppkp2019 a02.PZU,0x6893,2,2,4
ppkp2019 a02.PZU,0x6894,30,1,31
ppkp2019 a02.PZU,0x6895,1,2,3
ppkp2019 a02.PZU,0x696A,2,0,2
ppkp2019 a02.PZU,0x696C,2,0,2
ppkp2019 a02.PZU,0x696D,2,0,2
ppkp2019 a02.PZU,0x696F,1,0,1
ppkp2019 a02.PZU,0x6984,1,0,1
ppkp2019 a02.PZU,0x769C,32,9,41
ppkp2019 a02.PZU,0x769D,14,13,27
ppkp2019 a02.PZU,0x76A5,3,0,3
ppkp2019 a02.PZU,0x76A6,4,0,4
ppkp2019 a02.PZU,0x76A7,18,5,23
ppkp2019 a02.PZU,0x76A8,1,0,1
ppkp2019 a02.PZU,0x76A9,5,5,10
ppkp2019 a02.PZU,0x76AA,38,3,41
ppkp2019 a02.PZU,0x76AB,24,1,25
ppkp2019 a02.PZU,0x76AC,1,2,3
ppkp2019 a02.PZU,0x76AF,1,0,1
ppkp2019 a02.PZU,0x76B0,4,0,4
ppkp2019 a02.PZU,0x76B2,5,0,5
ppkp2019 a02.PZU,0x76B4,12,2,14
ppkp2019 a02.PZU,0x7729,3,1,4
ppkp2019 a02.PZU,0x772A,1,0,1
ppkp2019 a02.PZU,0x772D,2,0,2
ppkp2019 a02.PZU,0x7730,2,0,2
ppkp2019 a02.PZU,0x7731,2,1,3
ppkp2019 a02.PZU,0x7732,1,1,2
ppkp2019 a02.PZU,0x7733,1,0,1
ppkp2019 a02.PZU,0x7735,1,0,1
ppkp2019 a02.PZU,0x773B,2,0,2
ppkp2019 a02.PZU,0x773C,1,0,1
ppkp2019 a02.PZU,0x773D,1,0,1
ppkp2019 a02.PZU,0x7743,1,1,2
ppkp2019 a02.PZU,0x774B,1,0,1
ppkp2019 a02.PZU,0x7751,1,0,1
ppkp2019 a02.PZU,0x7762,1,0,1
ppkp2019 a02.PZU,0x7763,1,0,1
ppkp2019 a02.PZU,0x7764,1,0,1
ppkp2019 a02.PZU,0x7765,1,0,1
ppkp2019 a02.PZU,0x7766,1,0,1
ppkp2019 a02.PZU,0x7767,1,0,1
ppkp2019 a02.PZU,0x7768,1,0,1
ppkp2019 a02.PZU,0x777B,11,0,11
ppkp2019 a02.PZU,0x777C,1,0,1
ppkp2019 a02.PZU,0x777D,1,1,2
ppkp2019 a02.PZU,0x777E,3,0,3
ppkp2019 a02.PZU,0x7780,4,0,4
ppkp2019 a02.PZU,0x7782,2,0,2
ppkp2019 a02.PZU,0x7784,3,0,3
ppkp2019 a02.PZU,0x7786,3,0,3
ppkp2019 a02.PZU,0x778A,1,1,2
ppkp2019 a02.PZU,0x7F80,1,1,2
ppkp2019 a02.PZU,0x7F9C,0,1,1
ppkp2019 a02.PZU,0xFF9A,0,1,1
ppkp2019 a02.PZU,0xFFA2,0,1,1
ppkp2019 a02.PZU,0xFFAC,0,1,1
ppkp2019 a02.PZU,0xFFAD,0,4,4
ppkp2019 a02.PZU,0xFFAE,0,2,2
ppkp2019 a02.PZU,0xFFAF,0,1,1
ppkp2019 a02.PZU,0xFFB4,0,1,1
ppkp2019 a02.PZU,0xFFB5,0,4,4
ppkp2019 a02.PZU,0xFFB6,0,2,2
ppkp2019 a02.PZU,0xFFB7,0,1,1
ppkp2019 a02.PZU,0xFFB9,0,2,2
